2014-12-18 00:59:38,752 미세 reef.runtime.common.Launcher.main main | Launcher started with user name [puppybit]
2014-12-18 00:59:46,711 보다 미세 reef.wake.remote.impl.OrderedPushEventHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Push-pool-1-thread-1 | org.apache.reef.wake.remote.impl.TransportEvent@1aba6f2d RemoteEvent localAddr=/192.168.0.11:18472 remoteAddr=/192.168.0.11:52570 sourceName= sinkName=default seq=1 event=[B@45d90110
2014-12-18 00:59:46,712 보다 미세 reef.wake.remote.impl.OrderedPushEventHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Push-pool-1-thread-1 | Value length is 125
2014-12-18 00:59:46,713 보다 미세 reef.wake.remote.impl.OrderedPullEventHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | org.apache.reef.wake.remote.impl.OrderedEventStream@c985e80
2014-12-18 00:59:46,713 보다 미세 reef.wake.remote.impl.HandlerContainer.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | RemoteManager: REEF_LAUNCHER value: RemoteEvent localAddr=/192.168.0.11:18472 remoteAddr=/192.168.0.11:52570 sourceName= sinkName=default seq=1 event=[B@45d90110
2014-12-18 00:59:46,714 보다 미세 reef.wake.remote.impl.HandlerContainer.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Message handler: class org.apache.reef.proto.EvaluatorRuntimeProtocol$EvaluatorHeartbeatProto
2014-12-18 00:59:46,714 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIME: Begin Heartbeat Node-2-1418831981585
2014-12-18 00:59:46,715 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Heartbeat from Evaluator Node-2-1418831981585 with state RUNNING timestamp 1,418,831,986,703 from remoteId socket://192.168.0.11:52570
2014-12-18 00:59:46,715 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onEvaluatorHeartbeatMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Evaluator heartbeat: timestamp: 1418831986703
evaluator_status {
  evaluator_id: "Node-2-1418831981585"
  state: RUNNING
}
context_status {
  context_state: READY
  context_id: "DataLoadContext-0"
}
context_status {
  context_state: READY
  context_id: "GroupCommunicationContext-1"
  parent_id: "DataLoadContext-0"
}

2014-12-18 00:59:46,716 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartBeatSanityChecker.check org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIMESTAMP CHECKER: id [ Node-2-1418831981585 ], old timestamp [ 1418831986332 ], new timestamp [ 1418831986703 ]
2014-12-18 00:59:46,717 보다 미세 reef.runtime.common.driver.context.ContextRepresenters.onContextStatusMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Processing context status message for context DataLoadContext-0
2014-12-18 00:59:46,717 보다 미세 reef.runtime.common.driver.context.ContextRepresenters.onContextStatusMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Done processing context status message for context DataLoadContext-0
2014-12-18 00:59:46,717 보다 미세 reef.runtime.common.driver.context.ContextRepresenters.onContextStatusMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Processing context status message for context GroupCommunicationContext-1
2014-12-18 00:59:46,718 미세 reef.runtime.common.driver.context.ContextRepresenters.onNewContext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Adding new context GroupCommunicationContext-1.
2014-12-18 00:59:46,718 미세 reef.runtime.common.driver.context.EvaluatorContext.<init> org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Instantiated 'EvaluatorContext'
2014-12-18 00:59:46,723 보다 미세 GroupCommDriverImpl.isConfigured Node-2-1418831981585-pool-18-thread-1 | ENTRY GroupCommunicationContext-1
2014-12-18 00:59:46,724 보다 미세 GroupCommDriverImpl.isConfigured Node-2-1418831981585-pool-18-thread-1 | RETURN true
2014-12-18 00:59:46,724 심각 edu.snu.bdcs.reef.pregel.PregelDriver$ActiveContextHandler.onNext Node-2-1418831981585-pool-18-thread-1 | Debug Test2 true
2014-12-18 00:59:46,725 보다 미세 GroupCommDriverImpl.isConfigured Node-2-1418831981585-pool-18-thread-1 | ENTRY GroupCommunicationContext-1
2014-12-18 00:59:46,725 보다 미세 GroupCommDriverImpl.isConfigured Node-2-1418831981585-pool-18-thread-1 | RETURN true
2014-12-18 00:59:46,726 정보 edu.snu.bdcs.reef.pregel.PregelDriver$ActiveContextHandler.onNext Node-2-1418831981585-pool-18-thread-1 | Submit ComputeTask
2014-12-18 00:59:46,731 보다 미세 reef.runtime.common.driver.context.ContextRepresenters.onContextStatusMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Done processing context status message for context GroupCommunicationContext-1
2014-12-18 00:59:46,732 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onEvaluatorHeartbeatMessage org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | DONE with evaluator heartbeat from Evaluator Node-2-1418831981585
2014-12-18 00:59:46,732 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorHeartbeatHandler.onNext org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | TIME: End Heartbeat Node-2-1418831981585
2014-12-18 00:59:46,733 보다 미세 reef.wake.remote.impl.OrderedEventStream.consume org.apache.reef.wake.remote.impl.OrderedRemoteReceiverStage_Pull-pool-2-thread-1 | Event is null
2014-12-18 00:59:46,735 보다 미세 CommunicationGroupDriverImpl.addTask Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup -  {"Bindings":[{"key":"org.apache.reef.task.Task","value":"edu.snu.bdcs.reef.pregel.PregelComputeTask"},{"key":"org.apache.reef.driver.task.TaskConfigurationOptions$Identifier","value":"CmpTask-0"}]}
2014-12-18 00:59:46,737 가장 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.addTask Node-2-1418831981585-pool-18-thread-1 | CommunicationGroup - AddTask(CmpTask-0). Waiting to acquire toBeRemovedLock
2014-12-18 00:59:46,738 가장 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.addTask Node-2-1418831981585-pool-18-thread-1 | CommunicationGroup - Acquired toBeRemovedLock
2014-12-18 00:59:46,738 가장 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.addTask Node-2-1418831981585-pool-18-thread-1 | CommunicationGroup - Released toBeRemovedLock. Waiting to acquire topologiesLock
2014-12-18 00:59:46,739 가장 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.addTask Node-2-1418831981585-pool-18-thread-1 | CommunicationGroup - Acquired topologiesLock
2014-12-18 00:59:46,740 보다 미세 TreeTopology.addTask Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:InitialTopoReduce -  CmpTask-0
2014-12-18 00:59:46,741 보다 미세 TreeTopology.addChild Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:InitialTopoReduce -  CmpTask-0
2014-12-18 00:59:46,741 가장 미세 reef.io.network.nggroup.impl.driver.TreeTopology.addChild Node-2-1418831981585-pool-18-thread-1 | CommunicationGroup:InitialTopoReduce - Adding leaf CmpTask-0
2014-12-18 00:59:46,742 보다 미세 TreeTopology.addTaskNode Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:InitialTopoReduce -  (CmpTask-0,0)
2014-12-18 00:59:46,742 보다 미세 TaskNodeImpl.getNumberOfChildren Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:InitialTopoReduce:(ControllerTask,0) - 
2014-12-18 00:59:46,743 보다 미세 TaskNodeImpl.getNumberOfChildren Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:InitialTopoReduce:(ControllerTask,0) - 0
2014-12-18 00:59:46,743 보다 미세 TaskNodeImpl.setParent Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:InitialTopoReduce:(CmpTask-0,0) -  (ControllerTask,0)
2014-12-18 00:59:46,743 보다 미세 TaskNodeImpl.setParent Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:InitialTopoReduce:(CmpTask-0,0) - (ControllerTask,0)
2014-12-18 00:59:46,744 보다 미세 TaskNodeImpl.addChild Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:InitialTopoReduce:(ControllerTask,0) -  CmpTask-0
2014-12-18 00:59:46,744 보다 미세 TaskNodeImpl.addChild Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:InitialTopoReduce:(ControllerTask,0) - (CmpTask-0,0)
2014-12-18 00:59:46,745 보다 미세 TaskNodeImpl.setSibling Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:InitialTopoReduce:(ControllerTask,0) -  (CmpTask-0,0)
2014-12-18 00:59:46,745 보다 미세 TaskNodeImpl.setSibling Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:InitialTopoReduce:(ControllerTask,0) - 
2014-12-18 00:59:46,745 보다 미세 TreeTopology.addTaskNode Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:InitialTopoReduce - (CmpTask-0,0)
2014-12-18 00:59:46,746 보다 미세 TreeTopology.addChild Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:InitialTopoReduce - CmpTask-0
2014-12-18 00:59:46,746 보다 미세 TreeTopology.addTask Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:InitialTopoReduce - CmpTask-0
2014-12-18 00:59:46,747 보다 미세 TreeTopology.addTask Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:CtrlSyncBroadcast -  CmpTask-0
2014-12-18 00:59:46,747 보다 미세 TreeTopology.addChild Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:CtrlSyncBroadcast -  CmpTask-0
2014-12-18 00:59:46,748 가장 미세 reef.io.network.nggroup.impl.driver.TreeTopology.addChild Node-2-1418831981585-pool-18-thread-1 | CommunicationGroup:CtrlSyncBroadcast - Adding leaf CmpTask-0
2014-12-18 00:59:46,748 보다 미세 TreeTopology.addTaskNode Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:CtrlSyncBroadcast -  (CmpTask-0,0)
2014-12-18 00:59:46,748 보다 미세 TaskNodeImpl.getNumberOfChildren Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:CtrlSyncBroadcast:(ControllerTask,0) - 
2014-12-18 00:59:46,749 보다 미세 TaskNodeImpl.getNumberOfChildren Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:CtrlSyncBroadcast:(ControllerTask,0) - 0
2014-12-18 00:59:46,749 보다 미세 TaskNodeImpl.setParent Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:CtrlSyncBroadcast:(CmpTask-0,0) -  (ControllerTask,0)
2014-12-18 00:59:46,749 보다 미세 TaskNodeImpl.setParent Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:CtrlSyncBroadcast:(CmpTask-0,0) - (ControllerTask,0)
2014-12-18 00:59:46,750 보다 미세 TaskNodeImpl.addChild Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:CtrlSyncBroadcast:(ControllerTask,0) -  CmpTask-0
2014-12-18 00:59:46,750 보다 미세 TaskNodeImpl.addChild Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:CtrlSyncBroadcast:(ControllerTask,0) - (CmpTask-0,0)
2014-12-18 00:59:46,751 보다 미세 TaskNodeImpl.setSibling Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:CtrlSyncBroadcast:(ControllerTask,0) -  (CmpTask-0,0)
2014-12-18 00:59:46,751 보다 미세 TaskNodeImpl.setSibling Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:CtrlSyncBroadcast:(ControllerTask,0) - 
2014-12-18 00:59:46,751 보다 미세 TreeTopology.addTaskNode Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:CtrlSyncBroadcast - (CmpTask-0,0)
2014-12-18 00:59:46,752 보다 미세 TreeTopology.addChild Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:CtrlSyncBroadcast - CmpTask-0
2014-12-18 00:59:46,752 보다 미세 TreeTopology.addTask Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:CtrlSyncBroadcast - CmpTask-0
2014-12-18 00:59:46,753 보다 미세 TreeTopology.addTask Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:MessageVectorReduce -  CmpTask-0
2014-12-18 00:59:46,753 보다 미세 TreeTopology.addChild Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:MessageVectorReduce -  CmpTask-0
2014-12-18 00:59:46,753 가장 미세 reef.io.network.nggroup.impl.driver.TreeTopology.addChild Node-2-1418831981585-pool-18-thread-1 | CommunicationGroup:MessageVectorReduce - Adding leaf CmpTask-0
2014-12-18 00:59:46,754 보다 미세 TreeTopology.addTaskNode Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:MessageVectorReduce -  (CmpTask-0,0)
2014-12-18 00:59:46,754 보다 미세 TaskNodeImpl.getNumberOfChildren Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - 
2014-12-18 00:59:46,754 보다 미세 TaskNodeImpl.getNumberOfChildren Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - 0
2014-12-18 00:59:46,755 보다 미세 TaskNodeImpl.setParent Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:MessageVectorReduce:(CmpTask-0,0) -  (ControllerTask,0)
2014-12-18 00:59:46,755 보다 미세 TaskNodeImpl.setParent Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:MessageVectorReduce:(CmpTask-0,0) - (ControllerTask,0)
2014-12-18 00:59:46,756 보다 미세 TaskNodeImpl.addChild Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) -  CmpTask-0
2014-12-18 00:59:46,756 보다 미세 TaskNodeImpl.addChild Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - (CmpTask-0,0)
2014-12-18 00:59:46,756 보다 미세 TaskNodeImpl.setSibling Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) -  (CmpTask-0,0)
2014-12-18 00:59:46,757 보다 미세 TaskNodeImpl.setSibling Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - 
2014-12-18 00:59:46,757 보다 미세 TreeTopology.addTaskNode Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:MessageVectorReduce - (CmpTask-0,0)
2014-12-18 00:59:46,757 보다 미세 TreeTopology.addChild Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:MessageVectorReduce - CmpTask-0
2014-12-18 00:59:46,758 보다 미세 TreeTopology.addTask Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:MessageVectorReduce - CmpTask-0
2014-12-18 00:59:46,758 가장 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.addTask Node-2-1418831981585-pool-18-thread-1 | CommunicationGroup - Released topologiesLock
2014-12-18 00:59:46,759 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.addTask Node-2-1418831981585-pool-18-thread-1 | CommunicationGroup - Added CmpTask-0 to topology
2014-12-18 00:59:46,759 보다 미세 CommunicationGroupDriverImpl.addTask Node-2-1418831981585-pool-18-thread-1 | RETURN [CommunicationGroup - , Added task: , CmpTask-0]
2014-12-18 00:59:46,760 보다 미세 GroupCommDriverImpl.getTaskConfiguration Node-2-1418831981585-pool-18-thread-1 | ENTRY {"Bindings":[{"key":"org.apache.reef.task.Task","value":"edu.snu.bdcs.reef.pregel.PregelComputeTask"},{"key":"org.apache.reef.driver.task.TaskConfigurationOptions$Identifier","value":"CmpTask-0"}]}
2014-12-18 00:59:46,761 보다 미세 CommunicationGroupDriverImpl.getTaskConfiguration Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup -  {"Bindings":[{"key":"org.apache.reef.task.Task","value":"edu.snu.bdcs.reef.pregel.PregelComputeTask"},{"key":"org.apache.reef.driver.task.TaskConfigurationOptions$Identifier","value":"CmpTask-0"}]}
2014-12-18 00:59:46,762 가장 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.getTaskConfiguration Node-2-1418831981585-pool-18-thread-1 | CommunicationGroup - Task has been added. Waiting to acquire configLock
2014-12-18 00:59:46,763 가장 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.getTaskConfiguration Node-2-1418831981585-pool-18-thread-1 | CommunicationGroup - Acquired configLock
2014-12-18 00:59:46,764 보다 미세 CommunicationGroupDriverImpl.cantGetConfig Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup -  CmpTask-0
2014-12-18 00:59:46,764 보다 미세 CommunicationGroupDriverImpl.cantGetConfig Node-2-1418831981585-pool-18-thread-1 | RETURN [false, CommunicationGroup - , CmpTask-0,  has not started. We can get config]
2014-12-18 00:59:46,764 가장 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.getTaskConfiguration Node-2-1418831981585-pool-18-thread-1 | CommunicationGroup - CmpTask-0 - Will fetch configuration now.
2014-12-18 00:59:46,765 가장 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.getTaskConfiguration Node-2-1418831981585-pool-18-thread-1 | CommunicationGroup - Released configLock. Waiting to acquire topologiesLock
2014-12-18 00:59:46,765 가장 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.getTaskConfiguration Node-2-1418831981585-pool-18-thread-1 | CommunicationGroup - Acquired topologiesLock
2014-12-18 00:59:46,766 보다 미세 TreeTopology.getTaskConfig Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:InitialTopoReduce -  CmpTask-0
2014-12-18 00:59:46,766 보다 미세 TreeTopology.getNodeVersion Node-2-1418831981585-pool-18-thread-1 | ENTRY CommunicationGroup:InitialTopoReduce -  CmpTask-0
2014-12-18 00:59:46,766 보다 미세 TreeTopology.getNodeVersion Node-2-1418831981585-pool-18-thread-1 | RETURN CommunicationGroup:InitialTopoReduce -  CmpTask-0 0
